#     BLOCK:   ACTUAL_P:     P_AVE:       ERROR:
       38630     2.98908     3.31066  0.00361664
       38631     3.38696     3.31067  0.00361654
       38632     3.23083     3.31066  0.00361645
       38633     2.83178     3.31065  0.00361638
       38634      2.8947     3.31064   0.0036163
       38635     2.54751     3.31062  0.00361626
       38636      2.7928     3.31061  0.00361619
       38637     1.99797     3.31057  0.00361626
       38638     2.76679     3.31056  0.00361619
       38639     2.68857     3.31054  0.00361613
       38640     2.22978     3.31051  0.00361615
       38641     1.74779     3.31047  0.00361628
       38642     2.13269     3.31044  0.00361632
       38643     2.41756     3.31042   0.0036163
       38644     2.28323     3.31039   0.0036163
       38645     2.65958     3.31038  0.00361625
       38646      3.0544     3.31037  0.00361616
       38647     2.43541     3.31035  0.00361614
       38648     2.11116     3.31032  0.00361618
       38649     1.94756     3.31028  0.00361625
       38650     2.78769     3.31027  0.00361619
       38651     2.26768     3.31024  0.00361619
       38652     2.09885     3.31021  0.00361624
       38653     1.70291     3.31017  0.00361638
       38654     1.24049     3.31011  0.00361668
       38655    0.885542     3.31005  0.00361713
       38656     1.56253     3.31001  0.00361732
       38657      1.9846     3.30997  0.00361739
       38658     1.74649     3.30993  0.00361752
       38659     2.43726     3.30991   0.0036175
       38660     1.91145     3.30987  0.00361759
       38661     1.92371     3.30984  0.00361767
       38662     1.96157      3.3098  0.00361775
       38663     1.96751     3.30977  0.00361782
       38664      2.4255     3.30974   0.0036178
       38665     3.29378     3.30974  0.00361771
       38666      3.5726     3.30975  0.00361762
       38667     3.22697     3.30975  0.00361753
       38668     3.73979     3.30976  0.00361745
       38669     3.76797     3.30977  0.00361737
       38670     2.63961     3.30975  0.00361732
       38671     2.00862     3.30972  0.00361739
       38672     2.72627     3.30971  0.00361732
       38673     2.83942     3.30969  0.00361725
       38674     2.50609     3.30967  0.00361722
       38675     2.33951     3.30965  0.00361721
       38676     2.88285     3.30964  0.00361713
       38677     3.13689     3.30963  0.00361704
       38678     2.60504     3.30961  0.00361699
       38679     2.37791     3.30959  0.00361698
       38680      2.0026     3.30956  0.00361705
       38681     2.39361     3.30953  0.00361703
       38682     2.60009     3.30951  0.00361698
       38683      3.1372     3.30951  0.00361689
       38684     3.32253     3.30951   0.0036168
       38685     2.60561     3.30949  0.00361675
       38686     2.52659     3.30947  0.00361671
       38687      2.6115     3.30945  0.00361667
       38688     2.47496     3.30943  0.00361664
       38689     2.15054      3.3094  0.00361667
       38690      2.5623     3.30938  0.00361662
       38691     2.10083     3.30935  0.00361667
       38692      2.1233     3.30932   0.0036167
       38693     2.71197     3.30931  0.00361664
       38694     2.67099     3.30929  0.00361659
       38695     3.26673     3.30929  0.00361649
       38696     3.14042     3.30928   0.0036164
       38697      3.1867     3.30928  0.00361631
       38698     3.57342     3.30929  0.00361622
       38699     3.50592     3.30929  0.00361613
       38700      3.2984     3.30929  0.00361604
       38701     3.06717     3.30929  0.00361595
       38702     3.15341     3.30928  0.00361586
       38703     2.15394     3.30925  0.00361589
       38704     2.60735     3.30923  0.00361584
       38705     2.80282     3.30922  0.00361577
       38706     3.14446     3.30922  0.00361568
       38707     2.65792      3.3092  0.00361563
       38708     2.73233     3.30918  0.00361556
       38709     2.87712     3.30917  0.00361549
       38710     3.35724     3.30917   0.0036154
       38711     2.55438     3.30916  0.00361535
       38712     2.91789     3.30915  0.00361528
       38713     2.96108     3.30914  0.00361519
       38714     3.09903     3.30913   0.0036151
       38715     3.16026     3.30913  0.00361501
       38716     3.15856     3.30912  0.00361492
       38717     3.20771     3.30912  0.00361483
       38718     3.13566     3.30912  0.00361474
       38719     3.78713     3.30913  0.00361467
       38720     3.02436     3.30912  0.00361458
       38721     3.03464     3.30911  0.00361449
       38722     2.81407      3.3091  0.00361442
       38723     2.94496     3.30909  0.00361434
       38724     3.18206     3.30909  0.00361425
       38725     2.07384     3.30906   0.0036143
       38726       2.421     3.30903  0.00361428
       38727     2.55524     3.30901  0.00361424
       38728     2.67054       3.309  0.00361418
       38729     2.42543     3.30897  0.00361416
       38730     3.70038     3.30899  0.00361408
       38731     3.51615     3.30899  0.00361399
       38732     3.31595     3.30899   0.0036139
       38733     3.76308       3.309  0.00361382
       38734     3.57083     3.30901  0.00361374
       38735      3.1166       3.309  0.00361365
       38736     3.26257       3.309  0.00361355
       38737     4.14256     3.30902  0.00361352
       38738     4.03652     3.30904  0.00361348
       38739     4.19317     3.30907  0.00361346
       38740     4.36727     3.30909  0.00361347
       38741     4.42498     3.30912  0.00361349
       38742     4.44311     3.30915  0.00361351
       38743     4.86571     3.30919  0.00361364
       38744      4.7866     3.30923  0.00361375
       38745     3.68828     3.30924  0.00361367
       38746      4.0639     3.30926  0.00361363
       38747     4.27956     3.30928  0.00361363
       38748     3.59198     3.30929  0.00361354
       38749     3.44706     3.30929  0.00361345
       38750     3.11577     3.30929  0.00361336
       38751     3.01883     3.30928  0.00361327
       38752     3.21871     3.30928  0.00361318
       38753     3.31105     3.30928  0.00361309
       38754     3.91656      3.3093  0.00361303
       38755     3.58704      3.3093  0.00361294
       38756     3.58999     3.30931  0.00361286
       38757     3.50093     3.30932  0.00361277
       38758     3.94671     3.30933  0.00361271
       38759      3.2249     3.30933  0.00361262
       38760     3.06556     3.30932  0.00361253
       38761     2.94172     3.30931  0.00361245
       38762     3.82049     3.30933  0.00361238
       38763     3.14471     3.30932  0.00361229
       38764     3.51296     3.30933   0.0036122
       38765     3.66205     3.30934  0.00361212
       38766     3.08375     3.30933  0.00361203
       38767     3.28997     3.30933  0.00361194
       38768     3.99014     3.30935  0.00361189
       38769     3.74342     3.30936  0.00361181
       38770     4.11502     3.30938  0.00361178
       38771     4.10481      3.3094  0.00361174
       38772     3.93825     3.30942  0.00361169
       38773     3.90445     3.30943  0.00361162
       38774      4.1459     3.30945   0.0036116
       38775     4.04085     3.30947  0.00361155
       38776     4.33284      3.3095  0.00361156
       38777     4.02808     3.30952  0.00361151
       38778     3.92945     3.30953  0.00361145
       38779     3.67143     3.30954  0.00361137
       38780     3.23743     3.30954  0.00361128
       38781      3.4204     3.30954  0.00361119
       38782     3.64382     3.30955   0.0036111
       38783     3.03186     3.30955  0.00361102
       38784      3.2968     3.30954  0.00361092
       38785     3.02091     3.30954  0.00361084
       38786     2.85041     3.30953  0.00361077
       38787     2.99566     3.30952  0.00361068
       38788     3.09351     3.30951  0.00361059
       38789     2.70159      3.3095  0.00361053
       38790     3.10051     3.30949  0.00361044
       38791      3.0562     3.30948  0.00361036
       38792      2.7765     3.30947  0.00361029
       38793     3.40458     3.30947   0.0036102
       38794     3.75257     3.30948  0.00361012
       38795      3.7633      3.3095  0.00361005
       38796     3.82108     3.30951  0.00360998
       38797     3.60756     3.30952   0.0036099
       38798     3.47728     3.30952   0.0036098
       38799     3.17238     3.30952  0.00360971
       38800     3.14678     3.30951  0.00360962
       38801     3.90575     3.30953  0.00360956
       38802     3.17183     3.30953  0.00360947
       38803     3.00499     3.30952  0.00360939
       38804     2.75713      3.3095  0.00360932
       38805     3.15973      3.3095  0.00360923
       38806     2.92426     3.30949  0.00360915
       38807     3.12862     3.30949  0.00360906
       38808     2.65664     3.30947  0.00360901
       38809     2.72406     3.30945  0.00360895
       38810     2.68829     3.30944  0.00360889
       38811     2.69483     3.30942  0.00360883
       38812     3.40927     3.30942  0.00360874
       38813     2.79226     3.30941  0.00360867
       38814     2.97141      3.3094  0.00360859
       38815     3.64413     3.30941   0.0036085
       38816     3.88977     3.30943  0.00360844
       38817     3.32644     3.30943  0.00360835
       38818     3.55964     3.30943  0.00360826
       38819     3.39416     3.30943  0.00360817
       38820     3.90668     3.30945  0.00360811
       38821     3.47568     3.30945  0.00360802
       38822     3.16315     3.30945  0.00360793
       38823     2.26958     3.30942  0.00360794
       38824     2.27423      3.3094  0.00360794
       38825     2.66442     3.30938  0.00360789
       38826     1.91071     3.30934  0.00360797
       38827     2.43597     3.30932  0.00360795
       38828      3.0527     3.30932  0.00360786
       38829     2.61259      3.3093  0.00360782
       38830     2.60722     3.30928  0.00360777
       38831     2.80797     3.30927   0.0036077
       38832     2.86725     3.30925  0.00360762
       38833     3.03493     3.30925  0.00360754
       38834     2.42508     3.30923  0.00360752
       38835     2.99411     3.30922  0.00360743
       38836     3.30621     3.30922  0.00360734
       38837     3.29551     3.30922  0.00360725
       38838     3.35909     3.30922  0.00360715
       38839     3.51351     3.30922  0.00360706
       38840      3.1027     3.30922  0.00360698
       38841     2.94742     3.30921  0.00360689
       38842     2.82233      3.3092  0.00360682
       38843     2.95561     3.30919  0.00360674
       38844     3.16617     3.30918  0.00360665
       38845     3.51541     3.30919  0.00360656
       38846     3.84471      3.3092   0.0036065
       38847     3.68759     3.30921  0.00360642
       38848     3.84373     3.30923  0.00360635
       38849      3.0583     3.30922  0.00360626
       38850     2.86242     3.30921  0.00360619
       38851     3.08541      3.3092   0.0036061
       38852     3.22657      3.3092  0.00360601
       38853     2.96448     3.30919  0.00360593
       38854     3.22452     3.30919  0.00360583
       38855     3.23426     3.30919  0.00360574
       38856     3.02854     3.30918  0.00360566
       38857     3.22296     3.30918  0.00360556
       38858     3.35248     3.30918  0.00360547
       38859      2.9125     3.30917  0.00360539
       38860     3.48308     3.30917   0.0036053
       38861     2.99551     3.30916  0.00360522
       38862     3.19276     3.30916  0.00360513
       38863     3.53031     3.30917  0.00360504
       38864      3.2192     3.30917  0.00360495
       38865     3.67136     3.30917  0.00360487
       38866     3.23386     3.30917  0.00360477
       38867     2.77247     3.30916  0.00360471
       38868     2.32413     3.30913   0.0036047
       38869     1.63218     3.30909  0.00360487
       38870     1.95709     3.30906  0.00360494
       38871     2.95217     3.30905  0.00360486
       38872     2.93758     3.30904  0.00360478
       38873     3.43814     3.30904  0.00360469
       38874     3.82433     3.30905  0.00360462
       38875     3.68757     3.30906  0.00360454
       38876     2.84749     3.30905  0.00360447
       38877     3.84223     3.30906   0.0036044
       38878     3.79452     3.30908  0.00360433
       38879       3.815     3.30909  0.00360426
       38880     3.78649      3.3091  0.00360419
       38881     3.44896     3.30911   0.0036041
       38882     3.74417     3.30912  0.00360403
       38883     3.40259     3.30912  0.00360393
       38884      3.2548     3.30912  0.00360384
       38885     3.78151     3.30913  0.00360377
       38886     3.54594     3.30914  0.00360368
       38887     3.87061     3.30915  0.00360362
       38888     3.38306     3.30915  0.00360353
       38889     3.35654     3.30915  0.00360343
       38890     3.02972     3.30915  0.00360335
       38891     2.73058     3.30913  0.00360329
       38892     3.18021     3.30913   0.0036032
       38893     2.30584      3.3091   0.0036032
       38894     2.60534     3.30908  0.00360315
       38895     2.53267     3.30906  0.00360311
       38896     2.56821     3.30905  0.00360307
       38897     2.59228     3.30903  0.00360302
       38898      2.9401     3.30902  0.00360294
       38899      2.9882     3.30901  0.00360286
       38900     3.21066     3.30901  0.00360277
       38901     3.90742     3.30902  0.00360271
       38902     3.87728     3.30904  0.00360265
       38903     4.15459     3.30906  0.00360262
       38904     3.37178     3.30906  0.00360253
       38905     3.61486     3.30907  0.00360244
       38906     3.69055     3.30908  0.00360236
       38907     3.49864     3.30908  0.00360227
       38908     3.70003     3.30909  0.00360219
       38909     3.27204     3.30909   0.0036021
       38910     3.83331     3.30911  0.00360203
       38911     3.34432     3.30911  0.00360194
       38912     3.69377     3.30912  0.00360186
       38913     3.68098     3.30913  0.00360178
       38914     3.45681     3.30913  0.00360169
       38915     3.59897     3.30914  0.00360161
       38916     3.80546     3.30915  0.00360154
       38917     3.45026     3.30915  0.00360145
       38918     2.85262     3.30914  0.00360137
       38919     2.90771     3.30913   0.0036013
       38920     2.61505     3.30911  0.00360125
       38921     2.67664      3.3091  0.00360119
       38922     2.81343     3.30908  0.00360112
       38923     3.01764     3.30908  0.00360104
       38924     4.45353     3.30911  0.00360106
       38925     4.81868     3.30915  0.00360118
       38926     5.11764     3.30919  0.00360139
       38927     4.76734     3.30923  0.00360149
       38928     5.51186     3.30929  0.00360184
       38929     4.36446     3.30931  0.00360185
       38930     4.01497     3.30933  0.00360181
       38931      3.0818     3.30933  0.00360172
       38932     3.57219     3.30933  0.00360163
       38933     3.35118     3.30933  0.00360154
       38934     3.22002     3.30933  0.00360145
       38935     3.99676     3.30935   0.0036014
       38936     4.40031     3.30938  0.00360141
       38937      3.5669     3.30938  0.00360133
       38938      4.0142      3.3094  0.00360128
       38939     4.13492     3.30942  0.00360125
       38940     3.88334     3.30944  0.00360119
       38941     3.89628     3.30945  0.00360113
       38942     3.70618     3.30946  0.00360105
       38943     4.21337     3.30949  0.00360103
       38944     4.37133     3.30951  0.00360104
       38945     4.59409     3.30955   0.0036011
       38946     3.87958     3.30956  0.00360104
       38947     3.54812     3.30957  0.00360095
       38948     3.25286     3.30957  0.00360086
       38949      2.6949     3.30955   0.0036008
       38950     2.72385     3.30953  0.00360074
       38951     2.85065     3.30952  0.00360067
       38952     2.36819      3.3095  0.00360066
       38953      2.2738     3.30947  0.00360066
       38954     2.34434     3.30945  0.00360065
       38955      2.6931     3.30943   0.0036006
       38956     3.67939     3.30944  0.00360052
       38957     3.85201     3.30945  0.00360045
       38958     3.61263     3.30946  0.00360037
       38959     3.25964     3.30946  0.00360027
       38960     3.45784     3.30947  0.00360018
       38961     4.36691     3.30949  0.00360019
       38962     3.58231      3.3095  0.00360011
       38963     4.09309     3.30952  0.00360007
       38964     4.13353     3.30954  0.00360004
       38965     3.72555     3.30955  0.00359997
       38966     3.84477     3.30956   0.0035999
       38967     3.44504     3.30957  0.00359981
       38968     2.93826     3.30956  0.00359973
       38969      2.8536     3.30955  0.00359966
       38970     3.04548     3.30954  0.00359957
       38971     2.94258     3.30953  0.00359949
       38972     3.54376     3.30954   0.0035994
       38973     3.48072     3.30954  0.00359931
       38974     3.43298     3.30954  0.00359922
       38975     3.40956     3.30955  0.00359913
       38976     3.29915     3.30955  0.00359904
       38977     3.57327     3.30955  0.00359895
       38978     4.03078     3.30957  0.00359891
       38979     3.96141     3.30959  0.00359885
       38980     3.57292      3.3096  0.00359877
       38981     3.82905     3.30961   0.0035987
       38982     4.41517     3.30964  0.00359872
       38983     3.86186     3.30965  0.00359865
       38984     3.90785     3.30967   0.0035986
       38985     3.59511     3.30967  0.00359851
       38986     3.74936     3.30969  0.00359844
       38987     3.56014     3.30969  0.00359835
       38988     3.96248     3.30971   0.0035983
       38989     3.64147     3.30972  0.00359821
       38990     3.02656     3.30971  0.00359813
       38991     3.45358     3.30971  0.00359804
       38992     3.47314     3.30972  0.00359795
       38993     3.35247     3.30972  0.00359786
       38994      3.2259     3.30972  0.00359776
       38995     3.79871     3.30973  0.00359769
       38996     3.41509     3.30973   0.0035976
       38997     3.47318     3.30974  0.00359751
       38998     3.50897     3.30974  0.00359742
       38999     3.42479     3.30974  0.00359733
       39000     3.87421     3.30976  0.00359727
       39001     4.34294     3.30979  0.00359728
       39002     4.11935     3.30981  0.00359724
       39003     4.18544     3.30983  0.00359722
       39004     4.20446     3.30985   0.0035972
       39005     4.26955     3.30988  0.00359719
       39006     3.70992     3.30989  0.00359712
       39007     3.72404      3.3099  0.00359704
       39008     3.93418     3.30991  0.00359698
       39009     4.25096     3.30994  0.00359697
       39010     3.99985     3.30995  0.00359692
       39011     3.42836     3.30996  0.00359683
       39012     3.56829     3.30996  0.00359675
       39013     3.42416     3.30997  0.00359666
       39014     3.49034     3.30997  0.00359657
       39015     3.22308     3.30997  0.00359647
       39016     3.25118     3.30997  0.00359638
       39017     3.10987     3.30996  0.00359629
       39018     2.99788     3.30995  0.00359621
       39019     2.73032     3.30994  0.00359615
       39020     3.63747     3.30995  0.00359607
       39021     3.63794     3.30996  0.00359598
       39022      3.9565     3.30997  0.00359593
       39023     3.39771     3.30998  0.00359584
       39024     3.08639     3.30997  0.00359575
       39025     3.41885     3.30997  0.00359566
       39026     3.38655     3.30997  0.00359557
       39027     3.43814     3.30998  0.00359548
       39028     3.53863     3.30998  0.00359539
       39029     3.92541        3.31  0.00359533
       39030     3.74676     3.31001  0.00359526
       39031       3.685     3.31002  0.00359518
       39032     3.43879     3.31002  0.00359509
       39033     3.14757     3.31002    0.003595
       39034     3.61754     3.31003  0.00359492
       39035     3.80764     3.31004  0.00359485
       39036     3.68286     3.31005  0.00359477
       39037     3.66297     3.31006  0.00359469
       39038     3.59741     3.31007   0.0035946
       39039     3.61976     3.31007  0.00359452
       39040     3.58347     3.31008  0.00359443
       39041     3.72946     3.31009  0.00359436
       39042     3.78774      3.3101  0.00359429
       39043     3.83831     3.31012  0.00359422
       39044     3.95447     3.31013  0.00359417
       39045     3.58705     3.31014  0.00359408
       39046     3.24908     3.31014  0.00359399
       39047     3.24391     3.31014   0.0035939
       39048     3.18912     3.31013  0.00359381
       39049     2.69093     3.31012  0.00359375
       39050      2.6403      3.3101   0.0035937
       39051     2.22295     3.31007  0.00359371
       39052     2.30738     3.31005  0.00359371
       39053     2.98065     3.31004  0.00359363
       39054     3.02642     3.31003  0.00359355
       39055     3.11135     3.31003  0.00359346
       39056     2.87242     3.31002  0.00359338
       39057     3.39533     3.31002  0.00359329
       39058      3.8548     3.31003  0.00359323
       39059     3.22702     3.31003  0.00359314
       39060     3.33451     3.31003  0.00359304
       39061     2.52417     3.31001  0.00359301
       39062     3.04143        3.31  0.00359292
       39063     3.13038        3.31  0.00359283
       39064     2.90586     3.30999  0.00359276
       39065     3.19465     3.30999  0.00359267
       39066     2.83849     3.30997  0.00359259
       39067     3.23232     3.30997   0.0035925
       39068     2.73793     3.30996  0.00359244
       39069     2.51587     3.30994  0.00359241
       39070     2.38264     3.30991  0.00359239
       39071     1.67678     3.30987  0.00359254
       39072     2.11851     3.30984  0.00359258
       39073     2.78679     3.30983  0.00359251
       39074      3.4136     3.30983  0.00359242
       39075     3.17995     3.30983  0.00359233
       39076     2.95991     3.30982  0.00359225
       39077     3.67871     3.30983  0.00359217
       39078     3.38691     3.30983  0.00359208
       39079     3.24369     3.30983  0.00359199
       39080     2.36642      3.3098  0.00359198
       39081     2.81767     3.30979  0.00359191
       39082     2.96494     3.30978  0.00359183
       39083     3.13509     3.30978  0.00359174
       39084     2.69927     3.30976  0.00359168
       39085     2.55655     3.30974  0.00359164
       39086     2.66621     3.30973  0.00359159
       39087     2.65574     3.30971  0.00359153
       39088     2.54574     3.30969   0.0035915
       39089     1.92691     3.30965  0.00359158
       39090     1.89523     3.30962  0.00359167
       39091     1.52963     3.30957  0.00359186
       39092     2.00789     3.30954  0.00359193
       39093     1.99697     3.30951  0.00359199
       39094     2.19436     3.30948  0.00359201
       39095     1.98021     3.30944  0.00359208
       39096     2.59274     3.30943  0.00359204
       39097     3.19536     3.30942  0.00359195
       39098     2.83613     3.30941  0.00359188
       39099     3.31104     3.30941  0.00359178
       39100     3.23124     3.30941  0.00359169
       39101       3.664     3.30942  0.00359161
       39102     3.02567     3.30941  0.00359153
       39103     2.36977     3.30939  0.00359152
       39104     2.65594     3.30937  0.00359146
       39105     2.63077     3.30935  0.00359141
       39106     2.79175     3.30934  0.00359135
       39107     2.91017     3.30933  0.00359127
       39108     3.04446     3.30932  0.00359118
       39109     2.64874      3.3093  0.00359113
       39110     2.21693     3.30928  0.00359115
       39111     2.41849     3.30925  0.00359113
       39112     2.84834     3.30924  0.00359106
       39113     2.46173     3.30922  0.00359103
       39114     2.70186     3.30921  0.00359097
       39115     3.05194      3.3092  0.00359088
       39116     3.21936      3.3092  0.00359079
       39117     3.09824     3.30919  0.00359071
       39118     3.41353     3.30919  0.00359062
       39119     2.97669     3.30918  0.00359053
       39120     3.27387     3.30918  0.00359044
       39121     3.42832     3.30919  0.00359035
       39122     3.47665     3.30919  0.00359026
       39123     2.84831     3.30918  0.00359019
       39124     2.99757     3.30917  0.00359011
       39125     2.84672     3.30916  0.00359003
       39126     2.43796     3.30914  0.00359001
       39127     2.97562     3.30913  0.00358993
       39128       3.023     3.30912  0.00358985
       39129     3.08804     3.30912  0.00358976
       39130     3.43393     3.30912  0.00358967
       39131     2.70889      3.3091  0.00358961
       39132     3.07506      3.3091  0.00358952
       39133     3.08718     3.30909  0.00358944
       39134     3.33079     3.30909  0.00358934
       39135     3.71319      3.3091  0.00358927
       39136     3.64976     3.30911  0.00358919
       39137     2.84418      3.3091  0.00358911
       39138     3.03332     3.30909  0.00358903
       39139      2.1297     3.30906  0.00358906
       39140     1.96907     3.30903  0.00358914
       39141     2.31308       3.309  0.00358913
       39142     2.73865     3.30899  0.00358907
       39143     2.51777     3.30897  0.00358904
       39144     2.62893     3.30895  0.00358899
       39145     3.09176     3.30895   0.0035889
       39146     2.47433     3.30892  0.00358887
       39147     1.96336     3.30889  0.00358894
       39148     1.90356     3.30885  0.00358903
       39149     2.38033     3.30883  0.00358902
       39150     2.41667     3.30881    0.003589
       39151     2.56542     3.30879  0.00358896
       39152     2.62863     3.30877  0.00358891
       39153     2.54655     3.30875  0.00358887
       39154     3.01445     3.30874  0.00358879
       39155     3.07202     3.30874   0.0035887
       39156     2.71983     3.30872  0.00358864
       39157     2.63419     3.30871  0.00358859
       39158      2.4925     3.30868  0.00358856
       39159     2.58081     3.30867  0.00358851
       39160     2.00683     3.30863  0.00358858
       39161     1.59162     3.30859  0.00358875
       39162     1.87051     3.30855  0.00358885
       39163     1.82271     3.30851  0.00358896
       39164     1.73687     3.30847  0.00358909
       39165     1.97941     3.30844  0.00358916
       39166      2.4581     3.30842  0.00358913
       39167     2.53747      3.3084   0.0035891
       39168     2.04012     3.30837  0.00358915
       39169     2.03792     3.30833  0.00358921
       39170     1.70011     3.30829  0.00358935
       39171      1.2129     3.30824  0.00358966
       39172     1.66263      3.3082  0.00358981
       39173     1.75417     3.30816  0.00358994
       39174     1.64605     3.30812   0.0035901
       39175     2.17005     3.30809  0.00359012
       39176     2.07274     3.30805  0.00359017
       39177     1.97153     3.30802  0.00359024
       39178     2.06281     3.30799  0.00359029
       39179     2.64983     3.30797  0.00359024
       39180     2.60833     3.30795  0.00359019
       39181     2.31369     3.30793  0.00359019
       39182     2.62817     3.30791  0.00359014
       39183     2.31727     3.30789  0.00359013
       39184     2.14715     3.30786  0.00359016
       39185     2.15174     3.30783  0.00359019
       39186     1.91058     3.30779  0.00359028
       39187      1.8193     3.30775  0.00359039
       39188     2.15868     3.30772  0.00359042
       39189     2.55113      3.3077  0.00359038
       39190     2.26637     3.30768  0.00359038
       39191     2.37698     3.30765  0.00359037
       39192     1.97488     3.30762  0.00359044
       39193     1.74437     3.30758  0.00359057
       39194     2.22513     3.30755  0.00359059
       39195     2.24274     3.30753   0.0035906
       39196      2.5997     3.30751  0.00359055
       39197     3.10232      3.3075  0.00359046
       39198     3.83535     3.30752   0.0035904
       39199     3.53016     3.30752  0.00359031
       39200     3.36871     3.30752  0.00359022
       39201     3.15047     3.30752  0.00359013
       39202     2.85834     3.30751  0.00359006
       39203     2.38652     3.30748  0.00359004
       39204     2.28293     3.30746  0.00359004
       39205     2.53442     3.30744  0.00359001
       39206     3.12564     3.30743  0.00358992
       39207     3.29753     3.30743  0.00358983
       39208     3.08766     3.30743  0.00358974
       39209     3.90863     3.30744  0.00358968
       39210     3.33054     3.30744  0.00358959
       39211     2.92522     3.30743  0.00358951
       39212     2.73424     3.30742  0.00358945
       39213     3.35005     3.30742  0.00358936
       39214     3.46244     3.30742  0.00358927
       39215      4.0418     3.30744  0.00358923
       39216     3.81522     3.30746  0.00358916
       39217     4.27453     3.30748  0.00358915
       39218     3.97352      3.3075   0.0035891
       39219     3.92037     3.30751  0.00358904
       39220     4.52717     3.30754  0.00358908
       39221     4.13932     3.30757  0.00358906
       39222     3.83106     3.30758  0.00358899
       39223     4.35733     3.30761    0.003589
       39224     3.74349     3.30762  0.00358892
       39225     3.50758     3.30762  0.00358884
       39226     3.87117     3.30764  0.00358877
       39227     5.22432     3.30769  0.00358901
       39228      4.6139     3.30772  0.00358908
       39229     3.94697     3.30774  0.00358902
       39230     3.86383     3.30775  0.00358896
       39231     3.49611     3.30775  0.00358887
       39232     4.22518     3.30778  0.00358886
       39233     3.66222     3.30779  0.00358878
       39234     3.79094      3.3078   0.0035887
       39235      3.5108      3.3078  0.00358862
       39236     3.58784     3.30781  0.00358853
       39237     4.02478     3.30783  0.00358849
       39238     4.46586     3.30786  0.00358852
       39239     3.71286     3.30787  0.00358844
       39240     4.06444     3.30789   0.0035884
       39241      4.3267     3.30791   0.0035884
       39242     4.38209     3.30794  0.00358842
       39243     4.81943     3.30798  0.00358853
       39244      3.7237     3.30799  0.00358846
       39245     3.67679       3.308  0.00358838
       39246     3.48984       3.308  0.00358829
       39247     3.79149     3.30802  0.00358822
       39248     3.98965     3.30803  0.00358817
       39249     3.92198     3.30805  0.00358811
       39250     4.18813     3.30807  0.00358809
       39251     3.33146     3.30807    0.003588
       39252     2.49765     3.30805  0.00358797
       39253     2.52185     3.30803  0.00358793
       39254     2.98179     3.30802  0.00358785
       39255     2.88419     3.30801  0.00358777
       39256     2.92046       3.308   0.0035877
       39257     2.78724     3.30799  0.00358763
       39258     2.07476     3.30796  0.00358768
       39259     1.78076     3.30792   0.0035878
       39260     1.98589     3.30789  0.00358786
       39261     2.82487     3.30787  0.00358779
       39262     2.41664     3.30785  0.00358777
       39263     3.31803     3.30785  0.00358768
       39264     3.31137     3.30785  0.00358759
       39265     3.66317     3.30786  0.00358751
       39266     3.51736     3.30787  0.00358742
       39267     3.28902     3.30787  0.00358733
       39268     3.11985     3.30786  0.00358724
       39269     3.64276     3.30787  0.00358716
       39270     3.69385     3.30788  0.00358708
       39271     3.63092     3.30789    0.003587
       39272     3.64432      3.3079  0.00358692
       39273     3.27864      3.3079  0.00358683
       39274     3.05879     3.30789  0.00358674
       39275     3.01544     3.30788  0.00358666
       39276     3.20863     3.30788  0.00358657
       39277     3.27193     3.30788  0.00358648
       39278     2.94166     3.30787   0.0035864
       39279     2.74437     3.30785  0.00358634
       39280     3.09877     3.30785  0.00358625
       39281     2.75398     3.30783  0.00358619
       39282     3.16584     3.30783   0.0035861
       39283     3.59313     3.30784  0.00358601
       39284     4.43017     3.30787  0.00358603
       39285     5.07904     3.30791  0.00358623
       39286      4.4973     3.30794  0.00358626
       39287     4.73434     3.30798  0.00358636
       39288     4.09708       3.308  0.00358632
       39289     4.19568     3.30802   0.0035863
       39290     4.23154     3.30804  0.00358629
       39291     3.98779     3.30806  0.00358624
       39292     4.13755     3.30808  0.00358621
       39293     3.22246     3.30808  0.00358612
       39294     3.13926     3.30808  0.00358603
       39295     3.70586     3.30809  0.00358595
       39296     3.66053      3.3081  0.00358587
       39297     3.91288     3.30811  0.00358581
       39298     4.05921     3.30813  0.00358577
       39299     3.73583     3.30814   0.0035857
       39300     3.79735     3.30815  0.00358563
       39301     4.29279     3.30818  0.00358562
       39302     3.49931     3.30818  0.00358554
       39303     3.58965     3.30819  0.00358545
       39304     3.89282     3.30821  0.00358539
       39305     3.30602     3.30821   0.0035853
       39306     3.24805      3.3082  0.00358521
       39307     3.11649      3.3082  0.00358512
       39308     3.20619      3.3082  0.00358503
       39309     2.80249     3.30818  0.00358496
       39310     3.55153     3.30819  0.00358488
       39311     3.79649      3.3082  0.00358481
       39312     3.62371     3.30821  0.00358473
       39313     3.47816     3.30821  0.00358464
       39314     3.89184     3.30823  0.00358458
       39315     3.55519     3.30824  0.00358449
       39316     4.30586     3.30826  0.00358449
       39317     3.90011     3.30828  0.00358443
       39318     4.23664      3.3083  0.00358442
       39319     4.12266     3.30832  0.00358439
       39320     3.64903     3.30833  0.00358431
       39321     3.91604     3.30834  0.00358425
       39322     3.83409     3.30836  0.00358418
       39323     3.81032     3.30837  0.00358411
       39324     3.31148     3.30837  0.00358402
       39325     2.87399     3.30836  0.00358395
       39326     3.09957     3.30835  0.00358386
       39327     3.06419     3.30835  0.00358377
       39328     3.17066     3.30834  0.00358369
