#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
       27197    0.573889    0.563144  0.00023044
       27198    0.573179    0.563145 0.000230432
       27199    0.572465    0.563145 0.000230424
       27200    0.571751    0.563145 0.000230416
       27201     0.57104    0.563146 0.000230407
       27202    0.570334    0.563146 0.000230399
       27203    0.569637    0.563146 0.000230391
       27204    0.568951    0.563146 0.000230382
       27205    0.568279    0.563147 0.000230374
       27206    0.567621    0.563147 0.000230366
       27207     0.56698    0.563147 0.000230357
       27208    0.566356    0.563147 0.000230349
       27209    0.565751    0.563147  0.00023034
       27210    0.565164    0.563147 0.000230332
       27211    0.564595    0.563147 0.000230323
       27212    0.564043    0.563147 0.000230315
       27213    0.563508    0.563147 0.000230307
       27214     0.56299    0.563147 0.000230298
       27215    0.562487    0.563147  0.00023029
       27216    0.561997    0.563147 0.000230281
       27217    0.561518    0.563147 0.000230273
       27218    0.561049    0.563147 0.000230264
       27219    0.560588    0.563147 0.000230256
       27220    0.560133    0.563147 0.000230247
       27221    0.559681    0.563147 0.000230239
       27222    0.559231    0.563147 0.000230231
       27223    0.558778    0.563146 0.000230222
       27224    0.558321    0.563146 0.000230214
       27225    0.557857    0.563146 0.000230205
       27226    0.557383    0.563146 0.000230197
       27227    0.556897    0.563146 0.000230189
       27228    0.556398    0.563145  0.00023018
       27229    0.555882    0.563145 0.000230172
       27230    0.555348    0.563145 0.000230164
       27231    0.554794    0.563144 0.000230156
       27232    0.554218    0.563144 0.000230147
       27233     0.55362    0.563144 0.000230139
       27234    0.552998    0.563143 0.000230131
       27235    0.552351    0.563143 0.000230123
       27236     0.55168    0.563143 0.000230115
       27237    0.550984    0.563142 0.000230107
       27238    0.550265    0.563142 0.000230099
       27239    0.549521    0.563141 0.000230091
       27240    0.548756    0.563141 0.000230083
       27241    0.547969     0.56314 0.000230075
       27242    0.547163     0.56314 0.000230068
       27243     0.54634    0.563139  0.00023006
       27244    0.545501    0.563138 0.000230052
       27245    0.544649    0.563138 0.000230045
       27246    0.543788    0.563137 0.000230038
       27247    0.542921    0.563136  0.00023003
       27248    0.542051    0.563135 0.000230023
       27249    0.541182    0.563135 0.000230016
       27250    0.540318    0.563134 0.000230009
       27251    0.539463    0.563133 0.000230003
       27252     0.53862    0.563132 0.000229996
       27253    0.537794    0.563131 0.000229989
       27254    0.536989     0.56313 0.000229983
       27255     0.53621    0.563129 0.000229977
       27256    0.535459    0.563128  0.00022997
       27257    0.534742    0.563127 0.000229964
       27258    0.534062    0.563126 0.000229958
       27259    0.533421    0.563125 0.000229952
       27260    0.532823    0.563124 0.000229947
       27261    0.532271    0.563123 0.000229941
       27262    0.531767    0.563121 0.000229935
       27263    0.531312     0.56312  0.00022993
       27264    0.530906    0.563119 0.000229925
       27265    0.530551    0.563118 0.000229919
       27266    0.530247    0.563117 0.000229914
       27267    0.529993    0.563115 0.000229909
       27268    0.529789    0.563114 0.000229904
       27269    0.529632    0.563113 0.000229898
       27270    0.529521    0.563112 0.000229893
       27271    0.529453    0.563111 0.000229888
       27272    0.529426    0.563109 0.000229883
       27273    0.529435    0.563108 0.000229878
       27274    0.529477    0.563107 0.000229873
       27275    0.529548    0.563106 0.000229868
       27276    0.529644    0.563104 0.000229863
       27277    0.529762    0.563103 0.000229857
       27278    0.529897    0.563102 0.000229852
       27279    0.530044    0.563101 0.000229847
       27280    0.530198      0.5631 0.000229842
       27281    0.530356    0.563098 0.000229836
       27282    0.530513    0.563097 0.000229831
       27283    0.530665    0.563096 0.000229826
       27284     0.53081    0.563095  0.00022982
       27285    0.530944    0.563094 0.000229815
       27286    0.531065    0.563092  0.00022981
       27287    0.531169    0.563091 0.000229804
       27288    0.531255     0.56309 0.000229799
       27289    0.531319    0.563089 0.000229793
       27290    0.531361    0.563088 0.000229788
       27291     0.53138    0.563087 0.000229782
       27292    0.531374    0.563085 0.000229777
       27293    0.531342    0.563084 0.000229771
       27294    0.531286    0.563083 0.000229766
       27295    0.531203    0.563082  0.00022976
       27296    0.531096    0.563081 0.000229755
       27297    0.530963     0.56308 0.000229749
       27298    0.530805    0.563078 0.000229744
       27299    0.530624    0.563077 0.000229739
       27300    0.530421    0.563076 0.000229733
       27301    0.530198    0.563075 0.000229728
       27302    0.529956    0.563074 0.000229723
       27303    0.529698    0.563072 0.000229718
       27304    0.529427    0.563071 0.000229713
       27305    0.529143     0.56307 0.000229708
       27306    0.528848    0.563069 0.000229703
       27307    0.528547    0.563067 0.000229698
       27308    0.528241    0.563066 0.000229693
       27309    0.527933    0.563065 0.000229688
       27310    0.527627    0.563064 0.000229683
       27311    0.527325    0.563062 0.000229679
       27312    0.527032    0.563061 0.000229674
       27313    0.526749     0.56306 0.000229669
       27314    0.526481    0.563058 0.000229665
       27315    0.526231    0.563057 0.000229661
       27316       0.526    0.563056 0.000229656
       27317    0.525793    0.563054 0.000229652
       27318    0.525612    0.563053 0.000229647
       27319     0.52546    0.563051 0.000229643
       27320     0.52534     0.56305 0.000229639
       27321    0.525253    0.563049 0.000229635
       27322    0.525204    0.563047  0.00022963
       27323    0.525194    0.563046 0.000229626
       27324    0.525225    0.563045 0.000229622
       27325    0.525297    0.563043 0.000229618
       27326    0.525411    0.563042 0.000229613
       27327    0.525568     0.56304 0.000229609
       27328    0.525767    0.563039 0.000229605
       27329    0.526008    0.563038   0.0002296
       27330     0.52629    0.563036 0.000229596
       27331    0.526611    0.563035 0.000229591
       27332    0.526967    0.563034 0.000229587
       27333    0.527357    0.563032 0.000229582
       27334    0.527778    0.563031 0.000229577
       27335    0.528226     0.56303 0.000229572
       27336    0.528695    0.563029 0.000229567
       27337    0.529183    0.563027 0.000229562
       27338    0.529685    0.563026 0.000229557
       27339    0.530196    0.563025 0.000229552
       27340    0.530712    0.563024 0.000229547
       27341    0.531227    0.563023 0.000229541
       27342    0.531736    0.563021 0.000229536
       27343    0.532236     0.56302  0.00022953
       27344     0.53272    0.563019 0.000229524
       27345    0.533184    0.563018 0.000229519
       27346    0.533624    0.563017 0.000229513
       27347    0.534035    0.563016 0.000229507
       27348    0.534414    0.563015 0.000229501
       27349    0.534756    0.563014 0.000229495
       27350     0.53506    0.563013 0.000229489
       27351    0.535321    0.563012 0.000229482
       27352    0.535539    0.563011 0.000229476
       27353    0.535712     0.56301  0.00022947
       27354    0.535838    0.563009 0.000229464
       27355    0.535917    0.563008 0.000229457
       27356    0.535949    0.563007 0.000229451
       27357    0.535935    0.563006 0.000229445
       27358    0.535876    0.563005 0.000229439
       27359    0.535773    0.563004 0.000229432
       27360    0.535629    0.563003 0.000229426
       27361    0.535445    0.563002  0.00022942
       27362    0.535225    0.563001 0.000229414
       27363    0.534971       0.563 0.000229408
       27364    0.534686    0.562999 0.000229402
       27365    0.534375    0.562998 0.000229396
       27366    0.534042    0.562997  0.00022939
       27367    0.533689    0.562996 0.000229384
       27368    0.533323    0.562995 0.000229378
       27369    0.532946    0.562993 0.000229372
       27370    0.532564    0.562992 0.000229367
       27371    0.532181    0.562991 0.000229361
       27372    0.531801     0.56299 0.000229356
       27373    0.531431    0.562989  0.00022935
       27374    0.531073    0.562988 0.000229345
       27375    0.530732    0.562987 0.000229339
       27376    0.530413    0.562985 0.000229334
       27377    0.530121    0.562984 0.000229329
       27378     0.52986    0.562983 0.000229324
       27379    0.529633    0.562982 0.000229318
       27380    0.529445    0.562981 0.000229313
       27381    0.529298    0.562979 0.000229308
       27382    0.529198    0.562978 0.000229303
       27383    0.529147    0.562977 0.000229298
       27384    0.529148    0.562976 0.000229293
       27385    0.529205    0.562974 0.000229288
       27386    0.529321    0.562973 0.000229283
       27387    0.529499    0.562972 0.000229278
       27388    0.529741    0.562971 0.000229273
       27389    0.530052    0.562969 0.000229267
       27390    0.530432    0.562968 0.000229262
       27391    0.530884    0.562967 0.000229257
       27392    0.531409    0.562966 0.000229251
       27393    0.532009    0.562965 0.000229246
       27394    0.532685    0.562964  0.00022924
       27395    0.533439    0.562963 0.000229234
       27396     0.53427    0.562962 0.000229228
       27397    0.535179    0.562961 0.000229222
       27398    0.536166     0.56296 0.000229216
       27399    0.537231    0.562959 0.000229209
       27400    0.538374    0.562958 0.000229203
       27401    0.539593    0.562957 0.000229196
       27402    0.540885    0.562956 0.000229189
       27403    0.542249    0.562955 0.000229182
       27404    0.543682    0.562955 0.000229175
       27405    0.545181    0.562954 0.000229167
       27406    0.546743    0.562953  0.00022916
       27407    0.548364    0.562953 0.000229152
       27408    0.550039    0.562952 0.000229144
       27409    0.551764    0.562952 0.000229136
       27410    0.553533    0.562952 0.000229128
       27411    0.555341    0.562951  0.00022912
       27412    0.557181    0.562951 0.000229111
       27413    0.559047    0.562951 0.000229103
       27414    0.560932    0.562951 0.000229095
       27415    0.562832    0.562951 0.000229086
       27416    0.564738    0.562951 0.000229078
       27417    0.566646    0.562951  0.00022907
