#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
      9341                0.48            0.133403          0.00402978
      9342                0.32            0.133423           0.0040294
      9343                 0.2             0.13343          0.00402898
      9344                0.04             0.13342          0.00402856
      9345                0.28            0.133436          0.00402816
      9346                0.08             0.13343          0.00402773
      9347                 0.2            0.133437          0.00402731
      9348                 0.2            0.133445          0.00402688
      9349                0.24            0.133456          0.00402647
      9350                0.32            0.133476          0.00402609
      9351                0.32            0.133496          0.00402571
      9352                0.44            0.133529          0.00402541
      9353                0.32            0.133549          0.00402503
      9354                 0.2            0.133556           0.0040246
      9355                0.04            0.133546          0.00402419
      9356                0.12            0.133544          0.00402376
      9357                0.12            0.133543          0.00402333
      9358               -0.04            0.133524          0.00402294
      9359                0.04            0.133514          0.00402252
      9360                0.12            0.133513          0.00402209
      9361                0.24            0.133524          0.00402168
      9362                0.32            0.133544           0.0040213
      9363                0.24            0.133555          0.00402088
      9364                0.28            0.133571          0.00402049
      9365                0.32            0.133591          0.00402011
      9366                0.44            0.133624          0.00401981
      9367                0.36            0.133648          0.00401945
      9368                 0.2            0.133655          0.00401903
      9369                0.28            0.133671          0.00401863
      9370                0.32            0.133691          0.00401825
      9371                0.28            0.133706          0.00401785
      9372                0.48            0.133743          0.00401759
      9373                 0.6            0.133793          0.00401747
      9374                0.56            0.133838           0.0040173
      9375                0.32            0.133858          0.00401692
      9376                0.32            0.133878          0.00401654
      9377                0.32            0.133898          0.00401616
      9378                0.32            0.133918          0.00401578
      9379                 0.4            0.133946          0.00401546
      9380                0.16            0.133949          0.00401503
      9381                 0.4            0.133977           0.0040147
      9382                0.36            0.134001          0.00401435
      9383                0.28            0.134017          0.00401395
      9384                 0.4            0.134045          0.00401362
      9385                0.52            0.134086           0.0040134
      9386                0.36             0.13411          0.00401305
      9387                0.24            0.134122          0.00401264
      9388                0.48            0.134159          0.00401238
      9389                0.48            0.134195          0.00401212
      9390                0.76            0.134262          0.00401225
      9391                 0.8            0.134333          0.00401245
      9392                0.68            0.134391          0.00401244
      9393                 0.8            0.134462          0.00401264
      9394                0.76            0.134528          0.00401276
      9395                0.68            0.134586          0.00401276
      9396                 0.6            0.134636          0.00401263
      9397                 0.4            0.134664          0.00401231
      9398                0.44            0.134697          0.00401201
      9399                0.36            0.134721          0.00401166
      9400                 0.2            0.134728          0.00401124
      9401                0.28            0.134743          0.00401084
      9402                0.12            0.134742          0.00401041
      9403               -0.08            0.134719          0.00401005
      9404               -0.16            0.134687          0.00400975
      9405               -0.32            0.134639          0.00400961
      9406               -0.28            0.134595          0.00400943
      9407               -0.08            0.134572          0.00400907
      9408                0.16            0.134575          0.00400864
      9409                0.16            0.134578          0.00400822
      9410                0.04            0.134567           0.0040078
      9411                0.24            0.134579          0.00400739
      9412                0.16            0.134581          0.00400697
      9413                0.24            0.134593          0.00400656
      9414                0.28            0.134608          0.00400616
      9415                0.16            0.134611          0.00400574
      9416                0.08            0.134605          0.00400532
      9417                0.28             0.13462          0.00400492
      9418                0.32             0.13464          0.00400454
      9419                 0.4            0.134668          0.00400422
      9420                0.28            0.134684          0.00400382
      9421                 0.2            0.134691           0.0040034
      9422                0.04            0.134681          0.00400299
      9423               -0.08            0.134658          0.00400263
      9424                   0            0.134643          0.00400223
      9425               -0.12            0.134616           0.0040019
      9426                0.04            0.134606          0.00400149
      9427                   0            0.134592          0.00400109
      9428                0.08            0.134586          0.00400067
      9429                0.12            0.134585          0.00400024
      9430                 0.2            0.134592          0.00399982
      9431                0.08            0.134586           0.0039994
      9432               -0.12            0.134559          0.00399907
      9433               -0.08            0.134536          0.00399871
      9434               -0.04            0.134518          0.00399833
      9435                0.28            0.134533          0.00399794
      9436                 0.4            0.134561          0.00399761
      9437                0.44            0.134594          0.00399732
      9438                0.36            0.134618          0.00399697
      9439                0.32            0.134637          0.00399659
      9440                0.28            0.134653           0.0039962
      9441                0.32            0.134672          0.00399582
      9442                 0.4              0.1347           0.0039955
      9443                0.36            0.134724          0.00399515
      9444                0.32            0.134744          0.00399477
      9445                0.24            0.134755          0.00399437
      9446                0.44            0.134787          0.00399407
      9447                0.28            0.134803          0.00399368
      9448                0.32            0.134822          0.00399331
      9449                0.24            0.134833           0.0039929
      9450                0.24            0.134844          0.00399249
      9451                0.24            0.134856          0.00399208
      9452                0.16            0.134858          0.00399166
      9453                0.24            0.134869          0.00399126
      9454                0.16            0.134872          0.00399084
      9455                0.16            0.134875          0.00399041
      9456               -0.08            0.134852          0.00399006
      9457               -0.12            0.134825          0.00398973
      9458               -0.04            0.134807          0.00398935
      9459                -0.2            0.134771          0.00398908
      9460               -0.12            0.134744          0.00398875
      9461               -0.04            0.134726          0.00398837
      9462               -0.12            0.134699          0.00398804
      9463                0.08            0.134693          0.00398762
      9464                0.24            0.134704          0.00398722
      9465                0.36            0.134728          0.00398687
      9466                0.36            0.134752          0.00398652
      9467                0.04            0.134742          0.00398611
      9468                -0.2            0.134706          0.00398585
      9469               -0.16            0.134675          0.00398555
      9470               -0.24            0.134636          0.00398532
      9471               -0.64            0.134554          0.00398574
      9472                -0.8            0.134455          0.00398654
      9473               -0.88            0.134348          0.00398756
      9474               -0.84            0.134245          0.00398846
      9475                -0.8            0.134147          0.00398926
      9476               -0.68            0.134061          0.00398976
      9477                -0.6            0.133983           0.0039901
      9478               -0.52            0.133914          0.00399027
      9479               -0.28            0.133871          0.00399009
      9480               -0.04            0.133852          0.00398971
      9481                0.12            0.133851          0.00398929
      9482                0.24            0.133862          0.00398888
      9483                 0.2            0.133869          0.00398847
      9484                 0.4            0.133897          0.00398815
      9485                0.36            0.133921           0.0039878
      9486                0.48            0.133957          0.00398755
      9487                0.44             0.13399          0.00398726
      9488                0.24            0.134001          0.00398685
      9489                0.08            0.133995          0.00398643
      9490                0.04            0.133985          0.00398603
      9491                   0            0.133971          0.00398563
      9492               -0.08            0.133949          0.00398528
      9493               -0.04             0.13393           0.0039849
      9494               -0.04            0.133912          0.00398452
      9495                0.08            0.133906           0.0039841
      9496                0.08            0.133901          0.00398369
      9497                0.28            0.133916           0.0039833
      9498                0.32            0.133936          0.00398293
      9499                0.32            0.133955          0.00398256
      9500                0.28            0.133971          0.00398217
      9501                0.12            0.133969          0.00398175
      9502               -0.04            0.133951          0.00398137
      9503               -0.12            0.133924          0.00398104
      9504                   0             0.13391          0.00398065
      9505               -0.16            0.133879          0.00398035
      9506               -0.16            0.133848          0.00398005
      9507               -0.16            0.133817          0.00397975
      9508                   0            0.133803          0.00397936
      9509               -0.08            0.133781            0.003979
      9510                0.04            0.133771           0.0039786
      9511                0.12            0.133769          0.00397818
      9512                0.12            0.133768          0.00397776
      9513                0.12            0.133766          0.00397734
      9514                   0            0.133752          0.00397695
      9515                0.04            0.133743          0.00397655
      9516                0.12            0.133741          0.00397613
      9517                0.16            0.133744          0.00397571
      9518                0.16            0.133747          0.00397529
      9519               -0.16            0.133716            0.003975
      9520                -0.2            0.133681          0.00397473
      9521                0.16            0.133683          0.00397432
      9522               -0.04            0.133665          0.00397394
      9523               -0.16            0.133634          0.00397364
      9524                   0             0.13362          0.00397325
      9525                -0.2            0.133585          0.00397299
      9526                -0.2             0.13355          0.00397273
      9527                   0            0.133536          0.00397233
      9528               -0.16            0.133505          0.00397204
      9529               -0.16            0.133475          0.00397174
      9530                0.12            0.133473          0.00397132
      9531                0.08            0.133468          0.00397091
      9532                0.36            0.133491          0.00397056
      9533                 0.2            0.133498          0.00397015
      9534                0.24             0.13351          0.00396975
      9535                 0.4            0.133537          0.00396943
      9536                0.32            0.133557          0.00396907
      9537                0.12            0.133556          0.00396865
      9538                0.04            0.133546          0.00396825
      9539               -0.04            0.133528          0.00396787
      9540                0.04            0.133518          0.00396747
      9541               -0.04              0.1335          0.00396709
      9542               -0.12            0.133473          0.00396677
      9543                   0            0.133459          0.00396638
      9544               -0.12            0.133433          0.00396605
      9545               -0.24            0.133393          0.00396583
      9546               -0.12            0.133367           0.0039655
      9547               -0.12             0.13334          0.00396517
      9548               -0.12            0.133314          0.00396485
      9549                0.04            0.133304          0.00396444
      9550                0.24            0.133315          0.00396405
      9551                0.12            0.133314          0.00396363
      9552                0.04            0.133304          0.00396323
      9553                0.16            0.133307          0.00396281
      9554                0.28            0.133322          0.00396243
      9555                0.44            0.133354          0.00396214
      9556                0.48            0.133391           0.0039619
      9557                0.44            0.133423          0.00396161
      9558                0.44            0.133455          0.00396133
      9559                0.56            0.133499          0.00396116
      9560                0.56            0.133544            0.003961
      9561                0.64            0.133597          0.00396094
      9562                0.56            0.133641          0.00396078
      9563                0.52            0.133682          0.00396057
      9564                0.64            0.133735          0.00396051
      9565                0.72            0.133796          0.00396057
      9566                0.72            0.133857          0.00396063
      9567                 0.8            0.133927          0.00396083
      9568                 0.6            0.133976          0.00396071
      9569                 0.6            0.134024           0.0039606
      9570                0.28             0.13404          0.00396021
      9571                0.24            0.134051          0.00395981
      9572                0.04            0.134041          0.00395941
      9573                 0.2            0.134048          0.00395901
      9574                0.32            0.134067          0.00395864
      9575                 0.4            0.134095          0.00395832
      9576                 0.2            0.134102          0.00395792
      9577                0.12              0.1341           0.0039575
      9578                0.04            0.134091           0.0039571
      9579               -0.08            0.134068          0.00395675
      9580                -0.2            0.134033          0.00395649
      9581                -0.2            0.133999          0.00395623
      9582               -0.32            0.133951           0.0039561
      9583               -0.56            0.133879          0.00395635
      9584                -0.4            0.133823          0.00395633
      9585               -0.24            0.133784          0.00395611
      9586               -0.12            0.133758          0.00395579
      9587               -0.28            0.133714          0.00395561
      9588               -0.28            0.133671          0.00395543
      9589               -0.36             0.13362          0.00395536
      9590               -0.44             0.13356           0.0039554
      9591               -0.24            0.133521          0.00395518
      9592               -0.24            0.133482          0.00395496
      9593               -0.16            0.133451          0.00395466
      9594                -0.2            0.133417           0.0039544
      9595                -0.4            0.133361          0.00395438
      9596               -0.44            0.133301          0.00395442
      9597               -0.12            0.133275           0.0039541
      9598               -0.08            0.133253          0.00395375
      9599               -0.12            0.133226          0.00395342
      9600               -0.04            0.133208          0.00395305
      9601                0.16            0.133211          0.00395264
      9602                -0.2            0.133176          0.00395238
      9603               -0.24            0.133138          0.00395216
      9604               -0.16            0.133107          0.00395187
      9605                -0.2            0.133072          0.00395161
      9606               -0.24            0.133034          0.00395139
      9607                -0.6            0.132957          0.00395171
      9608               -0.44            0.132898          0.00395175
      9609                -0.2            0.132863          0.00395149
      9610                -0.2            0.132828          0.00395123
      9611               -0.44            0.132769          0.00395127
      9612               -0.08            0.132747          0.00395092
      9613                0.04            0.132737          0.00395052
      9614                0.28            0.132752          0.00395014
      9615                0.28            0.132768          0.00394976
      9616                0.16             0.13277          0.00394935
      9617               -0.04            0.132752          0.00394898
      9618                0.04            0.132743          0.00394858
      9619                0.08            0.132737          0.00394818
      9620                0.28            0.132753          0.00394779
      9621                0.36            0.132776          0.00394746
      9622                0.36              0.1328          0.00394712
      9623                0.12            0.132799          0.00394671
      9624                0.08            0.132793           0.0039463
      9625                   0            0.132779          0.00394591
      9626               -0.08            0.132757          0.00394557
      9627               -0.08            0.132735          0.00394522
      9628               -0.08            0.132713          0.00394487
      9629                0.08            0.132707          0.00394446
      9630                 0.2            0.132714          0.00394406
      9631                0.24            0.132726          0.00394367
      9632                0.12            0.132724          0.00394326
      9633               -0.16            0.132694          0.00394297
      9634               -0.08            0.132672          0.00394262
      9635                0.04            0.132662          0.00394222
      9636                0.08            0.132657          0.00394181
      9637                0.16             0.13266          0.00394141
      9638                0.08            0.132654            0.003941
      9639                0.12            0.132653          0.00394059
      9640                   0            0.132639          0.00394021
      9641                0.16            0.132642           0.0039398
      9642                0.12            0.132641          0.00393939
      9643                0.12            0.132639          0.00393898
      9644                0.36            0.132663          0.00393865
      9645                 0.4            0.132691          0.00393834
      9646                 0.4            0.132718          0.00393802
      9647                0.32            0.132738          0.00393766
      9648                0.16             0.13274          0.00393726
      9649               -0.08            0.132718          0.00393691
      9650                   0            0.132705          0.00393653
      9651                0.16            0.132707          0.00393612
      9652                0.28            0.132723          0.00393574
      9653                0.24            0.132734          0.00393535
      9654                0.28            0.132749          0.00393497
      9655                0.32            0.132769          0.00393461
      9656                0.24             0.13278          0.00393422
      9657                0.32            0.132799          0.00393386
      9658                0.36            0.132823          0.00393352
      9659                0.48            0.132858          0.00393328
      9660                0.36            0.132882          0.00393294
      9661                0.48            0.132918           0.0039327
      9662                0.44             0.13295          0.00393242
      9663                0.44            0.132981          0.00393214
      9664                0.68            0.133038          0.00393214
      9665                0.64            0.133091          0.00393209
      9666                0.36            0.133114          0.00393175
      9667                0.28            0.133129          0.00393137
      9668                 0.4            0.133157          0.00393106
      9669                0.68            0.133213          0.00393106
      9670                0.72            0.133274          0.00393112
      9671                 0.6            0.133322          0.00393101
      9672                0.68            0.133379          0.00393101
      9673                0.48            0.133415          0.00393077
      9674                 0.4            0.133442          0.00393046
      9675                 0.4             0.13347          0.00393015
      9676                0.48            0.133506          0.00392991
      9677                0.48            0.133541          0.00392967
      9678                0.48            0.133577          0.00392942
      9679                 0.4            0.133605          0.00392911
      9680                0.48             0.13364          0.00392887
      9681                 0.4            0.133668          0.00392856
      9682                0.48            0.133704          0.00392832
      9683                0.48             0.13374          0.00392808
      9684                0.36            0.133763          0.00392774
      9685                0.44            0.133795          0.00392746
      9686                 0.2            0.133801          0.00392706
      9687                 0.2            0.133808          0.00392666
      9688                0.44             0.13384          0.00392638
      9689                0.52             0.13388          0.00392618
      9690                 0.6            0.133928          0.00392607
      9691                 0.6            0.133976          0.00392596
      9692                0.72            0.134036          0.00392602
      9693                0.64            0.134089          0.00392596
      9694                0.56            0.134132           0.0039258
      9695                0.48            0.134168          0.00392556
      9696                0.44              0.1342          0.00392528
      9697                0.52            0.134239          0.00392508
      9698                 0.4            0.134267          0.00392477
      9699                0.24            0.134278          0.00392438
      9700                0.28            0.134293            0.003924
      9701                 0.4             0.13432           0.0039237
      9702                 0.4            0.134348          0.00392339
      9703                0.32            0.134367          0.00392303
      9704                0.16            0.134369          0.00392263
      9705                0.24             0.13438          0.00392224
      9706                0.16            0.134383          0.00392183
      9707               -0.04            0.134365          0.00392147
      9708               -0.04            0.134347          0.00392111
      9709               -0.16            0.134317          0.00392082
      9710               -0.24            0.134278          0.00392061
      9711               -0.08            0.134256          0.00392027
      9712                0.16            0.134259          0.00391986
      9713                0.08            0.134253          0.00391946
      9714                0.24            0.134264          0.00391907
      9715                0.24            0.134275          0.00391869
      9716                0.16            0.134277          0.00391828
      9717                0.28            0.134292          0.00391791
      9718                 0.2            0.134299          0.00391751
      9719                   0            0.134285          0.00391713
      9720                0.16            0.134288          0.00391673
      9721                0.04            0.134278          0.00391634
      9722                0.04            0.134269          0.00391595
      9723                0.28            0.134284          0.00391558
      9724                0.08            0.134278          0.00391518
      9725                0.24            0.134289          0.00391479
      9726                0.16            0.134292          0.00391439
      9727                0.28            0.134307          0.00391401
      9728               -0.04            0.134289          0.00391365
      9729                0.16            0.134291          0.00391325
      9730                0.16            0.134294          0.00391285
      9731                 0.2            0.134301          0.00391245
      9732                0.12            0.134299          0.00391205
      9733                0.24             0.13431          0.00391166
      9734                0.48            0.134346          0.00391142
      9735                0.36            0.134369          0.00391109
      9736                 0.2            0.134376           0.0039107
      9737                0.12            0.134374          0.00391029
      9738                 0.2            0.134381           0.0039099
      9739                0.04            0.134371          0.00390951
      9740               -0.16            0.134341          0.00390922
      9741                0.16            0.134343          0.00390882
      9742               -0.04            0.134326          0.00390846
      9743                 0.2            0.134332          0.00390807
      9744                0.08            0.134327          0.00390767
      9745                 0.4            0.134354          0.00390736
      9746                0.24            0.134365          0.00390698
      9747                0.36            0.134388          0.00390665
      9748                0.36            0.134411          0.00390631
      9749                0.16            0.134414          0.00390591
      9750                0.32            0.134433          0.00390556
      9751                 0.2             0.13444          0.00390517
      9752                0.32            0.134459          0.00390481
      9753                0.28            0.134473          0.00390444
      9754                 0.2             0.13448          0.00390405
      9755                0.24            0.134491          0.00390366
      9756                0.08            0.134485          0.00390326
      9757                   0            0.134472          0.00390289
      9758                0.08            0.134466          0.00390249
      9759                0.24            0.134477          0.00390211
      9760                0.12            0.134475          0.00390171
      9761                 0.2            0.134482          0.00390131
      9762               -0.04            0.134464          0.00390096
      9763               -0.16            0.134434          0.00390067
      9764               -0.16            0.134404          0.00390039
      9765               -0.08            0.134382          0.00390005
      9766               -0.16            0.134352          0.00389977
      9767               -0.08             0.13433          0.00389943
      9768                0.16            0.134333          0.00389903
      9769                0.36            0.134356           0.0038987
      9770                0.32            0.134375          0.00389835
      9771                0.16            0.134377          0.00389795
      9772                0.16             0.13438          0.00389755
      9773                 0.2            0.134387          0.00389716
      9774                 0.2            0.134393          0.00389677
      9775                0.04            0.134384          0.00389638
      9776                   0             0.13437          0.00389601
      9777                0.08            0.134364          0.00389561
      9778                0.12            0.134363          0.00389521
      9779                   0            0.134349          0.00389484
      9780               -0.28            0.134307          0.00389467
      9781               -0.24            0.134268          0.00389446
      9782                -0.2            0.134234          0.00389421
      9783                0.24            0.134245          0.00389383
      9784                 0.4            0.134272          0.00389353
      9785                0.44            0.134304          0.00389325
      9786                0.52            0.134343          0.00389306
      9787                 0.4             0.13437          0.00389275
      9788                0.28            0.134385          0.00389238
      9789                0.16            0.134388          0.00389199
      9790                0.16             0.13439          0.00389159
      9791                0.16            0.134393          0.00389119
      9792                0.16            0.134395           0.0038908
      9793                0.32            0.134414          0.00389045
      9794                0.24            0.134425          0.00389006
      9795                0.44            0.134456          0.00388979
      9796                 0.6            0.134504          0.00388969
      9797                 0.6            0.134551          0.00388958
      9798                 0.6            0.134599          0.00388947
      9799                 0.4            0.134626          0.00388917
      9800                0.36            0.134649          0.00388884
      9801                0.32            0.134668          0.00388849
      9802                0.28            0.134683          0.00388812
      9803                0.32            0.134702          0.00388777
      9804                0.28            0.134716           0.0038874
      9805                0.28            0.134731          0.00388703
      9806                0.36            0.134754           0.0038867
      9807                0.32            0.134773          0.00388635
      9808                0.28            0.134788          0.00388599
      9809                0.44            0.134819          0.00388571
      9810                 0.4            0.134846          0.00388541
      9811                0.36            0.134869          0.00388508
      9812                0.44              0.1349          0.00388481
      9813                 0.4            0.134927          0.00388451
      9814                0.16             0.13493          0.00388412
      9815                0.16            0.134932          0.00388372
      9816                0.12            0.134931          0.00388333
      9817                0.32             0.13495          0.00388298
      9818                 0.2            0.134956          0.00388259
      9819                0.24            0.134967          0.00388221
      9820                 0.2            0.134974          0.00388182
      9821                   0             0.13496          0.00388144
      9822                0.24             0.13497          0.00388106
      9823                0.24            0.134981          0.00388068
      9824                0.16            0.134984          0.00388029
      9825                0.08            0.134978           0.0038799
      9826                 0.2            0.134985          0.00387951
      9827                0.16            0.134987          0.00387912
      9828                   0            0.134974          0.00387875
      9829               -0.12            0.134948          0.00387844
      9830               -0.04             0.13493          0.00387808
      9831                0.12            0.134928          0.00387769
      9832                0.04            0.134919          0.00387731
      9833                0.04            0.134909          0.00387693
      9834                0.08            0.134903          0.00387653
      9835                0.08            0.134898          0.00387614
      9836               -0.04             0.13488          0.00387579
      9837                0.04             0.13487          0.00387541
      9838                0.08            0.134865          0.00387502
      9839                0.16            0.134867          0.00387463
      9840                0.24            0.134878          0.00387425
      9841                0.16            0.134881          0.00387385
      9842                0.28            0.134895          0.00387349
      9843                0.16            0.134898           0.0038731
      9844                0.16              0.1349           0.0038727
      9845                0.12            0.134899          0.00387231
      9846                0.16            0.134901          0.00387192
      9847                0.28            0.134916          0.00387155
      9848                0.28            0.134931          0.00387119
      9849                0.12            0.134929           0.0038708
      9850               -0.04            0.134912          0.00387044
      9851                0.12             0.13491          0.00387005
      9852               -0.08            0.134888          0.00386972
      9853               -0.12            0.134862          0.00386941
      9854               -0.08            0.134841          0.00386908
      9855               -0.16            0.134811           0.0038688
      9856               -0.08            0.134789          0.00386847
      9857               -0.04            0.134771          0.00386812
      9858                0.08            0.134766          0.00386773
      9859                0.12            0.134764          0.00386734
      9860                   0            0.134751          0.00386697
      9861                -0.2            0.134717          0.00386673
      9862               -0.16            0.134687          0.00386645
      9863               -0.12            0.134661          0.00386615
      9864               -0.04            0.134643           0.0038658
      9865                0.12            0.134642           0.0038654
      9866                0.04            0.134632          0.00386502
      9867                0.08            0.134627          0.00386464
      9868               -0.08            0.134605          0.00386431
      9869                 0.2            0.134611          0.00386392
      9870                0.28            0.134626          0.00386356
      9871                 0.4            0.134653          0.00386326
      9872                 0.4             0.13468          0.00386296
      9873                0.52            0.134719          0.00386277
      9874                 0.6            0.134766          0.00386266
      9875                0.52            0.134805          0.00386247
      9876                0.64            0.134856          0.00386242
      9877                0.64            0.134907          0.00386236
      9878                0.56             0.13495          0.00386221
      9879                 0.6            0.134997          0.00386211
      9880                0.72            0.135057          0.00386217
      9881                0.56              0.1351          0.00386202
      9882                0.52            0.135139          0.00386183
      9883                0.28            0.135153          0.00386146
      9884                0.24            0.135164          0.00386109
      9885                0.12            0.135162           0.0038607
      9886                0.32            0.135181          0.00386035
      9887                0.28            0.135196          0.00385999
      9888                0.12            0.135194           0.0038596
      9889                0.32            0.135213          0.00385925
      9890                0.28            0.135228          0.00385889
      9891                0.32            0.135246          0.00385855
      9892                 0.4            0.135273          0.00385825
      9893                0.44            0.135304          0.00385798
      9894                0.48            0.135339          0.00385775
      9895                0.36            0.135361          0.00385743
      9896                 0.4            0.135388          0.00385713
      9897                0.28            0.135403          0.00385677
      9898                0.32            0.135421          0.00385642
      9899                0.48            0.135456          0.00385619
      9900                0.48            0.135491          0.00385596
      9901                0.44            0.135522          0.00385569
      9902                 0.4            0.135548          0.00385539
      9903                0.16            0.135551          0.00385501
      9904                0.04            0.135541          0.00385463
      9905                 0.2            0.135548          0.00385425
      9906                0.12            0.135546          0.00385386
      9907                0.12            0.135545          0.00385347
      9908               -0.08            0.135523          0.00385314
      9909               -0.04            0.135505          0.00385279
      9910                   0            0.135491          0.00385243
      9911                 0.2            0.135498          0.00385204
      9912                0.16              0.1355          0.00385166
      9913                0.12            0.135499          0.00385127
      9914                0.08            0.135493          0.00385088
      9915               -0.04            0.135476          0.00385054
      9916                0.04            0.135466          0.00385016
      9917                0.12            0.135464          0.00384977
      9918                0.16            0.135467          0.00384938
      9919                0.12            0.135465            0.003849
      9920                0.28             0.13548          0.00384864
      9921                 0.4            0.135507          0.00384834
      9922                0.44            0.135537          0.00384808
      9923                0.32            0.135556          0.00384773
      9924                0.36            0.135578          0.00384741
      9925                0.16            0.135581          0.00384702
      9926                0.36            0.135603           0.0038467
      9927                 0.4             0.13563          0.00384641
      9928                0.32            0.135649          0.00384607
      9929                 0.2            0.135655          0.00384568
      9930                0.36            0.135678          0.00384536
      9931                0.12            0.135676          0.00384498
      9932               -0.08            0.135654          0.00384465
      9933               -0.04            0.135637           0.0038443
      9934               -0.04            0.135619          0.00384396
      9935                0.16            0.135622          0.00384357
      9936                0.28            0.135636          0.00384321
      9937                0.32            0.135655          0.00384287
      9938                0.24            0.135665           0.0038425
      9939                0.24            0.135676          0.00384212
      9940                0.08             0.13567          0.00384174
      9941               -0.04            0.135652           0.0038414
      9942               -0.08            0.135631          0.00384107
      9943                0.08            0.135625          0.00384069
      9944                 0.2            0.135632          0.00384031
      9945                 0.2            0.135638          0.00383993
      9946                0.12            0.135636          0.00383954
      9947                0.32            0.135655           0.0038392
      9948                0.24            0.135665          0.00383883
      9949                0.32            0.135684          0.00383849
      9950                0.48            0.135719          0.00383826
      9951                0.68            0.135773          0.00383826
      9952                0.52            0.135812          0.00383807
      9953                 0.4            0.135838          0.00383778
      9954                0.24            0.135849          0.00383741
      9955                0.36            0.135871          0.00383709
      9956                0.32             0.13589          0.00383675
      9957                0.32            0.135908           0.0038364
      9958                0.44            0.135939          0.00383614
      9959                0.44            0.135969          0.00383588
      9960                 0.4            0.135996          0.00383558
      9961                 0.4            0.136022          0.00383529
      9962                0.48            0.136057          0.00383506
      9963                 0.6            0.136104          0.00383496
      9964                 0.4             0.13613          0.00383466
      9965                0.52            0.136169          0.00383447
      9966                0.56            0.136211          0.00383432
      9967                0.44            0.136242          0.00383406
      9968                0.44            0.136272           0.0038338
      9969                0.48            0.136307          0.00383357
      9970                0.44            0.136337           0.0038333
      9971                 0.6            0.136384           0.0038332
      9972                0.48            0.136418          0.00383297
      9973                0.56             0.13646          0.00383282
      9974                0.48            0.136495          0.00383259
